Ticker,Sector,P/E,FreeCashFlow,SharpeRatio,FreeCashFlow_Pos,FreeCashFlow_Log,P/E_Pos,FreeCashFlow_Score,P/E_Score_raw,P/E_Score,SharpeRatio_Score,FinalScore,Rank
PM,,24.105028,7828749824.0,0.8048832917957879,7828749824.0,22.78106866945039,24.105028,0.6839814585472459,0.04153973208804204,0.9584602679119579,0.5110736556715343,0.714452760493946,30
HIG,,11.893732,6151625216.0,0.8390369094350254,6151625216.0,22.53998214678037,11.893732,0.6534421306174342,0.014652845869498686,0.9853471541305013,0.5207613021785927,0.7132093891397019,31
UNH,,14.575325,27210000384.0,-0.10055548337226596,27210000384.0,24.026850403890776,14.575325,0.8417892716746429,0.020557189345853884,0.9794428106541461,0.25424666649968053,0.7068225518160051,32
TMUS,,22.468866,5070750208.0,0.9542566710734708,5070750208.0,22.346754613819954,22.468866,0.6289652791999721,0.03793722326923162,0.9620627767307683,0.5534432960209795,0.7062379335055131,33
AMGN,,23.317812,10421999616.0,0.5114592509487514,10421999616.0,23.06718475668425,23.317812,0.7202248491659283,0.0398064363738593,0.9601935636261407,0.42784415962151545,0.7045012566406682,34
BKNG,,37.879635,7844125184.0,0.7848662015450079,7844125184.0,22.783030704485135,37.879635,0.6842299968341323,0.07186872346734778,0.9281312765326523,0.5053958239262184,0.703750128871314,35
VZ,,10.111628,17947250688.0,0.07312911591007999,17947250688.0,23.61070277519153,10.111628,0.789074301300896,0.010729001301517452,0.9892709986984826,0.30351216508728585,0.7034646696560889,36
NEM,,14.804348,9163750400.0,0.5050950335069188,9163750400.0,22.938521364261447,14.804348,0.7039265779467607,0.021061453212885644,0.9789385467871143,0.4260389544007456,0.7030638815350623,37
CSCO,,26.74902,12958874624.0,0.3786264656617201,12958874624.0,23.285046689609466,26.74902,0.7478222317957837,0.047361285514209005,0.952638714485791,0.39016624561540536,0.7019703807486725,38
VST,,33.913322,1735374976.0,1.5688040447403255,1735374976.0,21.274489352065622,33.913322,0.49313744405681326,0.06313567774164192,0.9368643222583581,0.7277591702809858,0.6966420253845285,39
MRK,,12.559322,15555000320.0,0.06723485759195409,15555000320.0,23.467647987932462,12.559322,0.7709530184865356,0.016118344912204742,0.9838816550877952,0.30184026339855546,0.6940977829405195,40
AFL,,24.333334,4043249920.0,0.9561922602538515,4043249920.0,22.120314641425423,24.333334,0.6002812843553527,0.042042417261262864,0.9579575827387371,0.5539923243540974,0.6936974858699915,41
WRB,,16.679544,3641584384.0,0.9500349024487653,3641584384.0,22.015684694496688,16.679544,0.5870274192070758,0.025190268163359994,0.97480973183664,0.552245794704933,0.6929276256453023,42
CAH,,23.1938,2071124992.0,1.3247364557903942,2071124992.0,21.45135777147393,23.1938,0.5155420256191383,0.03953338619689741,0.9604666138031026,0.6585295925960558,0.6919156721674029,43
ANET,,58.901577,3328752384.0,1.3015718925943829,3328752384.0,21.925863411577325,58.901577,0.5756494226945734,0.11815492950533245,0.8818450704946675,0.6519589826506087,0.6904009850214122,44
JNJ,,18.864025,11079499776.0,0.26117909850120935,11079499776.0,23.128362370766272,18.864025,0.7279744454424966,0.03000006821190274,0.9699999317880973,0.3568523932365996,0.6892454756844077,45
UBER,,16.781942,5608500224.0,0.6461593216331138,5608500224.0,22.44754918116723,16.781942,0.6417333025289872,0.025415728538328092,0.9745842714616719,0.46605172764695124,0.6888841207441817,46
PG,,23.969276,11380124672.0,0.23982699733600382,11380124672.0,23.15513422103274,23.969276,0.7313657354471,0.041240832726505014,0.958759167273495,0.3507958867061225,0.6854128103727253,47
CAT,,23.754583,4527875072.0,0.7754749129709673,4527875072.0,22.233518587581525,23.754583,0.6146212499258953,0.04076812071764717,0.9592318792823529,0.5027319923839176,0.6844376614702393,48
HD,,28.239809,11005500416.0,0.25953642800914456,11005500416.0,23.121661022676577,28.239809,0.7271255607158993,0.050643711410596745,0.9493562885894032,0.35638645105668787,0.6825730461801871,49
COP,,12.321715,7256875008.0,0.37925689546763736,7256875008.0,22.70521513358575,12.321715,0.6743728085872617,0.015595180755531325,0.9844048192444687,0.39034506652895407,0.6821740891669315,50
TJX,,31.840548,3101874944.0,1.034667923031544,3101874944.0,21.855272586574767,31.840548,0.5667074199243076,0.058571834665955676,0.9414281653340443,0.5762518837491759,0.6819869826946892,51
BMY,,18.080322,16190499840.0,-0.06488572173462223,16190499840.0,23.507690477599777,18.080322,0.7760253498202534,0.028274507436852232,0.9717254925631478,0.2643643660472545,0.6812370975112221,52
COST,,54.04318,5910374912.0,0.7822010068602775,5910374912.0,22.49997510340821,54.04318,0.6483742893979693,0.10745768923341432,0.8925423107665856,0.5046398435714903,0.6785043620606105,53
L,,15.347619,3393625088.0,0.8045292662337964,3393625088.0,21.94516453478131,15.347619,0.5780943678719815,0.022257629733611558,0.9777423702663884,0.5109732366021618,0.6778524292093576,54
PH,,27.854036,3011249920.0,0.9701272602957325,3011249920.0,21.8256210856584,27.854036,0.562951353844515,0.04979431469159278,0.9502056853084072,0.5579449760441045,0.6776257399435596,55
WBD,,62.35484,18288625664.0,0.157622397124096,18288625664.0,23.62954515519187,62.35484,0.7914611357677737,0.12575833944345086,0.8742416605565492,0.32747861717060733,0.6771005376252563,56
HCA,,16.889168,5593999872.0,0.484450799913884,5593999872.0,22.444960409023285,16.889168,0.6414053731177372,0.02565181922531738,0.9743481807746827,0.4201832339446877,0.674921573662906,57
AMP,,15.245094,4572125184.0,0.5881803272815341,4572125184.0,22.24324396330028,15.245094,0.6158531994974697,0.02203188972947472,0.9779681102705253,0.4496060319655792,0.6746135224698193,58
GD,,21.77957,3491124992.0,0.7803917272124705,3491124992.0,21.9734898687824,21.77957,0.5816824434483372,0.036419528249563196,0.9635804717504368,0.5041266428369294,0.6729851117555449,59
LRCX,,30.583132,4422444032.0,0.6835504635192542,4422444032.0,22.209958328858782,30.583132,0.6116367841860586,0.055803250486080265,0.9441967495139197,0.47665769533431107,0.6709110471288926,60
BSX,,58.232147,2937874944.0,1.0855934987380826,2937874944.0,21.80095234912235,58.232147,0.5598264730907297,0.11668097553342974,0.8833190244665703,0.5906968828360839,0.6661353614270882,61
CRM,,35.966522,13898874880.0,-0.016872539708572727,13898874880.0,23.35507372999398,35.966522,0.7566928178682534,0.06765642269647006,0.9323435773035299,0.27798326698069614,0.6657751804325692,62
EG,,17.513317,5383374848.0,0.3953915844722609,5383374848.0,22.406581309805777,17.513317,0.6365437496488114,0.02702607328863855,0.9729739267113614,0.3949216582455089,0.6649861753465857,63
ALL,,9.691439,2785499904.0,0.7232248267792872,2785499904.0,21.747693193319957,9.691439,0.5530799374225355,0.009803827279588617,0.9901961727204114,0.4879112969502718,0.6646642158702192,64
KLAC,,34.36875,2753067008.0,0.920455192061736,2753067008.0,21.735981403166637,34.36875,0.5515963613346803,0.06413844115158125,0.9358615588484187,0.543855533355825,0.6645536721951453,65
RCL,,24.449406,2445750016.0,0.8936211036351749,2445750016.0,21.617617668252645,24.449406,0.5366027861007662,0.04229798511066712,0.9577020148893329,0.5362440654943058,0.662824938555398,66
WDC,,23.961798,3199500032.0,0.7220267993931762,3199500032.0,21.8862603948579,23.961798,0.5706327610363033,0.041224367632616346,0.9587756323673836,0.4875714774340784,0.6621572373549598,67
LOW,,21.737707,6854249984.0,0.2482734306529498,6854249984.0,22.648134732596272,21.737707,0.6671422215561951,0.036327354108688474,0.9636726458913115,0.3531917108054708,0.6619161956315127,68
QCOM,,16.105213,5465999872.0,0.3328682838285432,5465999872.0,22.421812901217745,16.105213,0.6384731920741754,0.023925703595538344,0.9760742964044616,0.3771869736949911,0.661367657859506,69
MCD,,25.910883,5428375040.0,0.4033776671824255,5428375040.0,22.4149056703052,25.910883,0.6375982274034464,0.045515871714187174,0.9544841282858129,0.3971869042610093,0.6605406007254252,70
APH,,49.18254,1797137536.0,1.2415685637638465,1797137536.0,21.309460978825147,49.18254,0.4975674302958612,0.09675551031405144,0.9032444896859486,0.6349390861026891,0.6604820448549358,71
ELV,,13.315365,12048000000.0,-0.1854945927717924,12048000000.0,23.21216450808695,13.315365,0.7385899743593004,0.0177830037753857,0.9822169962246143,0.23015375560576598,0.6591472152928343,72
VRTX,,27.248932,2914625024.0,0.762781355544625,2914625024.0,21.793007012110863,27.248932,0.5588200076532618,0.04846199399456067,0.9515380060054394,0.499131474905436,0.6587288473345674,73
BLK,,27.625092,5920249856.0,0.3320615578231282,5920249856.0,22.50164449052602,27.625092,0.648585756883036,0.04929022476711481,0.9507097752328852,0.37695814650452875,0.6577346792744386,74
CI,,15.927591,4468125184.0,0.4066422897465487,4468125184.0,22.220234735889782,15.927591,0.6129385349466745,0.02353461468049525,0.9764653853195048,0.39811291185745956,0.6575489031317591,75
PFE,,12.714286,16017999872.0,-0.38883342234492385,16017999872.0,23.49697891891932,12.714286,0.7746684767791603,0.01645954534137871,0.9835404546586213,0.1724768581575611,0.6566725845565189,76
MPC,,26.956396,1676625024.0,1.043787510146021,1676625024.0,21.240048696097436,26.956396,0.4887747178658935,0.04781788691969919,0.9521821130803008,0.5788386473883484,0.6548161152869522,77
TT,,32.039402,2353625088.0,0.8698287558168623,2353625088.0,21.579222567594876,32.039402,0.5317391356697935,0.05900967229368186,0.9409903277063182,0.529495384939541,0.653841368061675,78
LMT,,26.524958,3821625088.0,0.5333206611753887,3821625088.0,22.063941585069763,26.524958,0.5931402993040745,0.046867944799194046,0.9531320552008059,0.43404513126260286,0.6534092756606524,79
AZO,,28.011366,1520323840.0,1.0857434098470409,1520323840.0,21.14218920240144,28.011366,0.47637849125011594,0.05014072459016239,0.9498592754098376,0.5907394050030301,0.6527310006239067,80
EOG,,11.251212,3611000064.0,0.4357301733630895,3611000064.0,22.007250597242287,11.251212,0.5859590406888928,0.013238142456106819,0.9867618575438932,0.406363666933893,0.6523212736188929,81
ETN,,37.752014,2308250112.0,0.9033023337157846,2308250112.0,21.559755547571847,37.752014,0.5292731757243128,0.07158772697802376,0.9284122730219763,0.5389901387145758,0.6519299938106907,82
LIN,,34.0206,3551624960.0,0.6057818356727037,3551624960.0,21.99067107119776,34.0206,0.5838588503622536,0.06337188292246407,0.9366281170775359,0.4545986858356856,0.6509115810188679,83
KR,,16.64467,2607624960.0,0.6533092437036224,2607624960.0,21.681705667372587,16.64467,0.5447210516919466,0.02511348243398406,0.974886517566016,0.46807979736137373,0.6507783151549955,84
RTX,,34.701756,2800750080.0,0.7490949020680204,2800750080.0,21.753153104323932,34.701756,0.5537715646888434,0.06487165525367922,0.9351283447463208,0.4952493232511902,0.6506219262747907,85
ABT,,17.069008,5919750144.0,0.1610782265258261,5919750144.0,22.501560079715173,17.069008,0.6485750642511763,0.026047791742693324,0.9739522082573067,0.3284588604346239,0.6501533463080497,86
OXY,,27.117645,4515250176.0,0.37460029499337716,4515250176.0,22.230726432468533,27.117645,0.6142675572363073,0.048172925690019214,0.9518270743099808,0.3890242255042713,0.6479624128387985,87
SMCI,,27.267859,1449158144.0,1.0484570618110507,1449158144.0,21.094248635116283,27.267859,0.4703056810023756,0.0485036675479213,0.9514963324520787,0.5801631620080028,0.6476201207389747,88
UAL,,10.662989,2323624960.0,0.6322505675948702,2323624960.0,21.566394286407462,10.662989,0.5301141295034617,0.011942990420472742,0.9880570095795272,0.4621065206150225,0.6470947108597496,89
FI,,22.040134,4373499904.0,0.3334987521761036,4373499904.0,22.19882941910245,22.040134,0.6102270437294544,0.03699323923164474,0.9630067607683552,0.37736580554084626,0.6462025873845422,90
URI,,24.391712,2309625088.0,0.719799770298848,2309625088.0,21.560351049173985,24.391712,0.529348610130637,0.042170954203096564,0.9578290457969034,0.4869397824009291,0.6451700925116046,91
FOXA,,12.346232,2585125120.0,0.5463239258852679,2585125120.0,21.67303974644336,12.346232,0.5436233072052767,0.015649162395925603,0.9843508376040744,0.4377334969659858,0.6440746232531287,92
ORLY,,37.11786,1294162048.0,1.1506004654846644,1294162048.0,20.981129256250824,37.11786,0.4559764278855714,0.07019144386089726,0.9298085561391027,0.6091360573033147,0.6440739551869538,93
NRG,,70.84483,2119500032.0,1.1074957770802047,2119500032.0,21.474446064326674,70.84483,0.51846670568404,0.1444516374461011,0.8555483625538989,0.5969094466856574,0.6431240250454828,94
DELL,,19.261314,1766000000.0,0.8132662549835542,1766000000.0,21.29198293969443,19.261314,0.49535342196942495,0.030874820911278696,0.9691251790887213,0.5134514765191702,0.6429143654701375,95
FOX,,11.10998,2585125120.0,0.521424465121944,2585125120.0,21.67303974644336,11.10998,0.5436233072052767,0.01292717720602875,0.9870728227939712,0.43067078470401066,0.6427724051315052,96
COR,,29.77618,1288606848.0,1.0784039676449437,1288606848.0,20.97682750972531,29.77618,0.45543150962818135,0.05402649995871396,0.945973500041286,0.5886575780538633,0.6425619272798173,97
NOC,,21.14502,2474125056.0,0.6197694254841016,2474125056.0,21.62915265814362,21.14502,0.5380639662407681,0.035022373217863306,0.9649776267821367,0.4585662545720316,0.6422887509025578,98
MMC,,23.651443,4343499776.0,0.28723688435021205,4343499776.0,22.191946260323164,23.651443,0.6093551283655199,0.04054102660375618,0.9594589733962439,0.3642436634887955,0.6408528424117197,99
TDG,,42.5501,1632249984.0,0.9926364528114414,1632249984.0,21.21322525884125,42.5501,0.48537689314512866,0.08215217422005161,0.9178478257799484,0.5643296906168,0.6388040121770759,100
CVS,,20.869081,5829250048.0,0.0660387587466803,5829250048.0,22.48615419249926,20.869081,0.6466235431270345,0.034414809491928024,0.965585190508072,0.3015009909114383,0.6387752716766669,101
MET,,13.43973,3001125120.0,0.40062912218310937,3001125120.0,21.82225309563781,13.43973,0.5625247180020628,0.018056831189328427,0.9819431688106716,0.3964072816557738,0.6385150223407587,102
JBL,,42.731426,1401750016.0,1.0802098687969703,1401750016.0,21.060987305095754,42.731426,0.46609234442250813,0.08255141861888231,0.9174485813811177,0.5891698204807804,0.6384224583275727,103
ADP,,29.229229,3516012544.0,0.4215179496788324,3516012544.0,21.980593384737947,29.229229,0.5825822722766703,0.05282222079750794,0.947177779202492,0.4023323809779903,0.6378859569648128,104
CME,,25.317522,2922299904.0,0.49909408964122387,2922299904.0,21.795636781900654,25.317522,0.559153130389037,0.04420940680714364,0.9557905931928563,0.4243367914412129,0.6376994675458355,105
MSI,,38.31134,2032499968.0,0.8097047211211162,2032499968.0,21.43253238413409,38.31134,0.5131573436758675,0.07281925346964864,0.9271807465303513,0.5124412502688599,0.6371495365101103,106
PEP,,25.821493,7594375168.0,-0.07298988974412428,7594375168.0,22.750673700880462,25.821493,0.680131214650187,0.0453190524118727,0.9546809475881273,0.2620656252304202,0.637076457705639,107
FDX,,13.584409,4405250048.0,0.1537578923866725,4405250048.0,22.206062859536207,13.584409,0.6111433305754415,0.018375386059443166,0.9816246139405569,0.32638245347232897,0.6368594524540423,108
AMAT,,22.684965,3332375040.0,0.37814748009335264,3332375040.0,21.926951112239838,22.684965,0.5757872057894311,0.03841303101518594,0.9615869689848141,0.3900303817395097,0.6358000875330696,109
ACN,,19.084394,9149394944.0,-0.26223405886083784,9149394944.0,22.936953587817897,19.084394,0.7037279818643254,0.03048527766297936,0.9695147223370206,0.20838666702194972,0.6348616095534212,110
RSG,,33.571007,1870850048.0,0.7938911990698655,1870850048.0,21.349658736184264,33.571007,0.5026594299665078,0.06238196704165555,0.9376180329583444,0.5079557573034502,0.6347359090651415,111
DIS,,17.83072,7444250112.0,-0.1525211302583603,7444250112.0,22.730707774436556,17.83072,0.6776020563698317,0.027724932635461715,0.9722750673645383,0.23950665204906657,0.6345753383720142,112
ICE,,32.585415,3975624960.0,0.3149983302121501,3975624960.0,22.103447795587563,32.585415,0.5981446981601591,0.060211886162287245,0.9397881138377128,0.3721181755500397,0.6328297660803894,113
HWM,,55.622803,703124992.0,1.52482101447934,703124992.0,20.371045233401503,55.622803,0.37869481200679606,0.11093571022882662,0.8890642897711734,0.7152834186936,0.6327822373421504,114
CTVA,,32.654377,2477374976.0,0.5866754920186372,2477374976.0,21.630465359524766,32.654377,0.5382302510148348,0.06036372700271918,0.9396362729972808,0.44917918663890566,0.6319367382967899,115
VLO,,65.309235,2656250112.0,0.7779846727343542,2656250112.0,21.700181233178178,65.309235,0.5470614204383075,0.13226333958509295,0.867736660414907,0.5034438837467055,0.6301787314238068,116
EQT,,25.889473,1706654208.0,0.720886449301038,1706654208.0,21.257800687889013,25.889473,0.49102342879641836,0.045468731080306954,0.9545312689196931,0.48724801803649365,0.6289431576054234,117
DHI,,13.528939,1818237440.0,0.5872232087479591,1818237440.0,21.32113342978409,13.528939,0.49904602314141705,0.01825325196503233,0.9817467480349676,0.44933454605399664,0.6289427974832561,118
EMR,,34.020565,3172750080.0,0.40958078925446245,3172750080.0,21.87786458218445,34.020565,0.5695692321686086,0.06337180585930732,0.9366281941406926,0.3989464149081329,0.6285000755820911,119
ADBE,,22.82595,8456625152.0,-0.26900386126527764,8456625152.0,22.858216012890452,22.82595,0.6937539999325416,0.03872345241955787,0.9612765475804421,0.20646641794878853,0.6278244896317858,120
F,,14.897436,4231875072.0,0.07736156802627829,4231875072.0,22.16591101145422,14.897436,0.6060571464039517,0.021266414788160846,0.9787335852118392,0.30471269676720586,0.6274567431552942,121
UNP,,19.150173,4991499776.0,0.012015497498674347,4991499776.0,22.331002258064803,19.150173,0.6269698696152893,0.030630110159756897,0.9693698898402431,0.28617733578191873,0.6274521155327643,122
SYK,,49.97745,3489499904.0,0.4563046073330873,3489499904.0,21.973024269196948,49.97745,0.5816234642143814,0.09850574671189014,0.9014942532881098,0.41219958878233476,0.626757538306886,123
JCI,,36.23,2771124992.0,0.47984007126638517,2771124992.0,21.74251920935234,36.23,0.5524245295990675,0.06823654973680135,0.9317634502631986,0.41887540442721893,0.6261614682467522,124
WAB,,28.080359,1348875008.0,0.8374227978893563,1348875008.0,21.0225367553204,28.080359,0.46122167004525005,0.05029263368653316,0.9497073663134669,0.520303460721135,0.6254919161284805,125
SLB,,11.791096,3010500096.0,0.23072301045520913,3010500096.0,21.82537204708934,11.791096,0.5629198072012455,0.014426861465064757,0.9855731385349352,0.3482135480608391,0.6253039288592305,126
HLT,,41.32461,2054000000.0,0.681346432826978,2054000000.0,21.443054948939633,41.32461,0.5144902761587796,0.07945388484995013,0.9205461151500499,0.4760325237796308,0.6247697021424161,127
SPGI,,38.92249,4926624768.0,0.1406855721571255,4926624768.0,22.31791995949968,38.92249,0.6253126861214494,0.0741648862765565,0.9258351137234435,0.3226745002256594,0.6246779586333107,128
HON,,23.819113,4571874816.0,0.05903068899108657,4571874816.0,22.24318920214542,23.819113,0.6158462626979856,0.04091020316063132,0.9590897968393687,0.2995131574934345,0.6239193913790352,129
CBOE,,27.322392,1037699968.0,0.9442418476955451,1037699968.0,20.760272532701748,27.322392,0.4279996839711023,0.04862373855153597,0.951376261448464,0.5506025993269782,0.6217935318210736,130
INTU,,50.249817,5013875200.0,0.17451438022090268,5013875200.0,22.33547494626505,50.249817,0.6275364416914154,0.09910544559222896,0.900894554407771,0.33227001475471174,0.6209639474253109,131
MDLZ,,23.336996,3486749952.0,0.17454647583957147,3486749952.0,21.972235893723475,23.336996,0.5815235977562752,0.039848675790970844,0.9601513242090292,0.332279118651446,0.6203385719606526,132
LHX,,31.760628,2885874944.0,0.34217264481246623,2885874944.0,21.783093964758418,31.760628,0.5575642850167276,0.05839586645205062,0.9416041335479494,0.3798261482954223,0.6194547985597025,133
PLD,,30.595688,5036831232.0,-0.007034507527562287,5036831232.0,22.340042997689004,30.595688,0.6281150937823383,0.05583089634310969,0.9441691036568903,0.28077381699215964,0.6187289137076503,134
DE,,24.510962,2331249920.0,0.39383571684458096,2331249920.0,21.569670407469,24.510962,0.5305291279626374,0.04243351938713283,0.9575664806128672,0.3944803376291118,0.6178256966576486,135
CCL,,15.979058,2056000000.0,0.39441140808828434,2056000000.0,21.44402818502571,15.979058,0.5146135595993334,0.02364793495157948,0.9763520650484205,0.3946436319929803,0.6171441329521536,136
GWW,,25.059883,1113874944.0,0.8253477951894767,1113874944.0,20.831110714519983,25.059883,0.4369730203506714,0.04364213610316109,0.9563578638968389,0.51687839579935,0.6167600860491251,137
ADI,,62.424934,3380657152.0,0.4420118438861075,3380657152.0,21.941335951507945,62.424934,0.5776093869663841,0.1259126727265522,0.8740873272734477,0.4081454577867277,0.6157135903046063,138
CTAS,,45.484093,1556821248.0,0.7622220128369965,1556821248.0,21.165911918454974,45.484093,0.47938353606523526,0.08861225314672759,0.9113877468532724,0.4989728177908357,0.6148615838193265,139
PHM,,9.872754,800167616.0,0.8810670225313352,800167616.0,20.50033178493569,9.872754,0.39507202111201495,0.010203047458570043,0.98979695254143,0.532683110363883,0.6147728273163999,140
GL,,11.625099,1342722432.0,0.5778570102765417,1342722432.0,21.01796505628402,11.625099,0.4606425558976729,0.014061368527081801,0.9859386314729182,0.44667783129936983,0.6140419611907555,141
SPG,,27.931995,2046775552.0,0.44967899521481874,2046775552.0,21.439531490813717,27.931995,0.5140439465922714,0.04996596516691591,0.9500340348330841,0.41032023916928156,0.6137238608376183,142
HPQ,,10.24,2767624960.0,0.13163537239800469,2767624960.0,21.741255374553894,10.24,0.5522644349370706,0.011011651346004691,0.9889883486539953,0.32010741825470296,0.6136345040474377,143
CF,,11.152031,1545624960.0,0.47287246191499194,1545624960.0,21.158694171007443,11.152031,0.47846923710827366,0.013019765286145384,0.9869802347138547,0.4168990475707194,0.6125514795286816,144
CMI,,19.87987,1225500032.0,0.6700291522519886,1225500032.0,20.926614787860224,19.87987,0.4490708770954985,0.03223676028215279,0.9677632397178472,0.4728223861365326,0.6118040385945133,145
WELL,,92.803375,2066642688.0,0.9231793846467552,2066642688.0,21.44919123816527,92.803375,0.5152675827740913,0.19280006016386703,0.8071999398361329,0.5446282484180941,0.6116554895859047,146
CL,,22.800562,2730125056.0,0.2036023141276926,2730125056.0,21.727613253519014,22.800562,0.5505363366455179,0.03866755300746301,0.961332446992537,0.3405207840959344,0.6107705039847486,147
